Episode,Action,Distance_Travelled,Total_Distance,Dead_Sensors,Reward
37,2,8.0,319.6480646644947,0,6.747377318634737
36,3,10.63014581273465,330.2782104772294,0,6.248342830497077
35,4,9.055385138137417,339.3335956153668,0,3.9147789306973237
34,1,2.23606797749979,341.56966359286656,0,6.370286337374058
33,5,1.0,342.56966359286656,0,4.685106089700707
32,8,1.0,343.56966359286656,0,5.1480342363324505
31,7,3.1622776601683795,346.73194125303496,0,7.528405909277375
30,0,4.47213595499958,351.20407720803456,0,5.5103675971983135
29,6,2.0,353.20407720803456,0,7.773008893404074
28,9,6.0,359.20407720803456,0,7.681503784876251
27,2,8.0,367.20407720803456,0,7.272137969854846
26,5,8.06225774829855,375.26633495633314,0,4.743827564744888
25,3,8.0,383.26633495633314,0,6.49062806179359
24,1,8.06225774829855,391.32859270463166,0,4.172548567774996
23,4,2.23606797749979,393.56466068213143,0,6.413416516719286
22,8,1.0,394.56466068213143,0,6.850813128696916
21,6,5.0990195135927845,399.6636801957242,0,4.924148524043249
20,7,6.324555320336759,405.98823551606097,0,6.693775310867466
19,0,4.47213595499958,410.46037147106057,0,6.978927305206783
18,8,3.1622776601683795,413.62264913122897,0,4.803528518870992
17,9,1.4142135623730951,415.0368626936021,0,7.317641828693566
16,2,8.0,423.0368626936021,0,6.986729962480962
15,5,8.06225774829855,431.0991204419006,0,6.730957376129124
14,3,8.0,439.0991204419006,0,6.481088221290009
13,1,8.06225774829855,447.1613781901991,0,6.296272347915362
12,4,2.23606797749979,449.3974461676989,0,6.587402509399031
11,6,5.385164807134504,454.7826109748334,0,6.735984918185975
10,7,6.324555320336759,461.10716629517015,0,4.5374760987546585
9,0,4.47213595499958,465.57930225016975,0,6.650566942431188
8,8,3.1622776601683795,468.74157991033815,0,6.992602496047455
7,9,1.4142135623730951,470.15579347271125,0,7.3629908671960616
6,2,8.0,478.15579347271125,0,7.069957143156873
5,5,8.06225774829855,486.2180512210098,0,6.723464965815909
4,3,8.0,494.2180512210098,0,6.5260293509976774
3,1,8.06225774829855,502.2803089693083,0,4.201520809375002
2,4,2.23606797749979,504.51637694680807,0,6.50819734051599
1,6,5.385164807134504,509.9015417539426,0,6.62310647743205
0,7,6.324555320336759,516.2260970742793,0,6.60593051688143
-1,8,3.1622776601683795,519.3883747344477,0,6.7738610601792955
-2,0,3.1622776601683795,522.550652394616,0,6.969285915333611
-3,5,4.123105625617661,526.6737580202337,0,5.040099514844597
-4,9,1.0,527.6737580202337,0,7.434136992752642
-5,2,8.0,535.6737580202337,0,7.312782182481523
-6,3,10.63014581273465,546.3039038329683,0,6.731423852641764
-7,1,8.06225774829855,554.3661615812669,0,6.440143098878807
-8,4,2.23606797749979,556.6022295587667,0,4.60852830608196
-9,6,5.385164807134504,561.9873943659012,0,6.759169207504457
-10,7,6.324555320336759,568.311949686238,0,4.520637134531515
-11,8,3.1622776601683795,571.4742273464063,0,6.708137822372706
-12,0,3.1622776601683795,574.6365050065747,0,7.024546469246597
-13,5,4.123105625617661,578.7596106321923,0,7.27542589943588
-14,9,1.0,579.7596106321923,0,7.622761636606492
-15,2,8.0,587.7596106321923,0,7.198071352650047
-16,3,10.63014581273465,598.389756444927,0,6.664467678147201
-17,4,9.055385138137417,607.4451415830645,0,4.228380510578888
-18,1,2.23606797749979,609.6812095605643,0,6.614365432257487
-19,6,7.0710678118654755,616.7522773724297,0,6.642174518724562
-20,7,6.324555320336759,623.0768326927665,0,4.424730764602074
-21,8,3.1622776601683795,626.2391103529349,0,6.715688784870671
-22,9,1.4142135623730951,627.653323915308,0,4.9936896991863255
-23,0,4.0,631.653323915308,0,7.262067330004492
-24,5,4.123105625617661,635.7764295409256,0,7.3718047559357265
-25,2,8.06225774829855,643.8386872892241,0,7.091219489073636
-26,3,10.63014581273465,654.4688331019588,0,6.530513748642063
-27,4,9.055385138137417,663.5242182400963,0,6.2506613220167635
-28,5,1.4142135623730951,664.9384318024694,0,4.285071699642502
-29,1,1.0,665.9384318024694,0,6.760011014589691
-30,6,7.0710678118654755,673.0094996143348,0,6.78342743230077
-31,9,6.0,679.0094996143348,0,4.606378969782374
-32,8,1.4142135623730951,680.4237131767079,0,5.061505243262269
-33,0,3.1622776601683795,683.5859908368762,0,5.256884860288938
-34,7,4.47213595499958,688.0581267918758,0,7.599944110941029
-35,3,5.0,693.0581267918758,0,5.2339769928490725
-36,2,10.63014581273465,703.6882726046105,0,6.760285162470367
-37,5,8.06225774829855,711.750530352909,0,4.4105305480855375
-38,4,1.4142135623730951,713.1647439152821,0,6.747445566918753
-39,1,2.23606797749979,715.4008118927819,0,5.003103109819186
-40,6,7.0710678118654755,722.4718797046473,0,6.875520117814648
-41,8,5.0990195135927845,727.5708992182401,0,4.689301161589598
-42,0,3.1622776601683795,730.7331768784085,0,4.86019412322328
-43,9,4.0,734.7331768784085,0,7.106532158594463
-44,3,7.0,741.7331768784085,0,4.842620984692084
-45,7,5.0,746.7331768784085,0,6.864998418132705
-46,2,8.246211251235321,754.9793881296438,0,6.563739611413025
-47,5,8.06225774829855,763.0416458779423,0,6.305704606859121
-48,4,1.4142135623730951,764.4558594403154,0,4.646079811557566
-49,8,1.0,765.4558594403154,0,4.9548341853985
-50,1,2.0,767.4558594403154,0,7.400249647499199
-51,6,7.0710678118654755,774.5269272521809,0,7.160819744134369
-52,0,2.0,776.5269272521809,0,5.363587967472177
-53,9,4.0,780.5269272521809,0,7.5285018287522005
-54,3,7.0,787.5269272521809,0,7.23447226287385
-55,7,5.0,792.5269272521809,0,7.132476960433503
-56,5,3.0,795.5269272521809,0,5.066092621339101
-57,8,1.0,796.5269272521809,0,5.338630675997985
-58,4,1.0,797.5269272521809,0,5.628317890393469
-59,1,2.23606797749979,799.7629952296808,0,5.833538121857429
-60,9,1.4142135623730951,801.1772087920539,0,5.909498076258366
-61,2,8.0,809.1772087920539,0,7.515378835889606
-62,6,2.0,811.1772087920539,0,7.618409121061677
-63,0,2.0,813.1772087920539,0,7.84085958142188
-64,3,8.06225774829855,821.2394665403524,0,7.384975951153556
-65,7,5.0,826.2394665403524,0,7.182266661687453
-66,4,4.123105625617661,830.36257216597,0,5.190510685763443
-67,5,1.4142135623730951,831.7767857283432,0,7.403089721916618
-68,8,1.0,832.7767857283432,0,7.71378188302901
-69,9,1.4142135623730951,834.1909992907163,0,8.032983129684496
-70,1,1.4142135623730951,835.6052128530894,0,8.24666240056695
-71,9,1.4142135623730951,837.0194264154625,0,6.179973963528073
-72,2,8.0,845.0194264154625,0,5.55802303571392
-73,6,2.0,847.0194264154625,0,7.672975036015273
-74,0,2.0,849.0194264154625,0,7.833978987874148
-75,7,4.47213595499958,853.491562370462,0,5.857647726559763
-76,3,5.0,858.491562370462,0,7.670997700820451
-77,5,8.0,866.491562370462,0,5.159269189134564
-78,8,1.0,867.491562370462,0,5.382385239870198
-79,4,1.0,868.491562370462,0,7.693807408340519
-80,1,2.23606797749979,870.7276303479618,0,7.830193525829778
-81,9,1.4142135623730951,872.141843910335,0,8.127831924376975
-82,2,8.0,880.141843910335,0,5.694107728711587
-83,6,2.0,882.141843910335,0,7.6786598916525
-84,7,6.324555320336759,888.4663992306718,0,7.546195474952586
-85,0,4.47213595499958,892.9385351856713,0,7.375070913193238
-86,3,8.06225774829855,901.0007929339698,0,7.06673794702975
-87,5,8.0,909.0007929339698,0,6.692907541738874
-88,8,1.0,910.0007929339698,0,4.914810733333084
-89,7,3.1622776601683795,913.1630705941382,0,4.890657791106507
-90,1,3.1622776601683795,916.3253482543065,0,7.15359733858614
-91,4,2.23606797749979,918.5614162318063,0,7.284013979841518
-92,6,5.385164807134504,923.9465810389408,0,5.286055557725622
-93,9,6.0,929.9465810389408,0,7.278908695622598
-94,0,4.0,933.9465810389408,0,5.182894783036422
-95,2,4.0,937.9465810389408,0,7.410005699252452
-96,5,8.06225774829855,946.0088387872394,0,4.935750203352251
-97,8,1.0,947.0088387872394,0,5.17587564901445
-98,3,8.06225774829855,955.0710965355379,0,7.027862343361523
-99,7,5.0,960.0710965355379,0,6.965167735606978
